age,capital-gain,capital-loss,hours-per-week,workclass_n,education_n,marital-status_n,occupation_n,relationship_n,race_n,gender_n,native-country_n,income_n
69,0,0,40,7,4,0,0,1,4,1,38,0
27,0,0,40,3,9,2,3,0,4,1,38,0
17,0,0,30,3,0,4,12,3,4,1,38,0
38,0,0,40,3,9,2,1,0,4,1,38,0
41,0,1887,50,3,15,2,3,0,4,1,38,1
27,0,0,40,3,0,4,7,4,4,0,38,0
23,0,0,40,3,11,4,1,3,4,0,38,0
17,0,0,24,3,0,4,6,3,4,1,38,0
56,0,0,40,3,5,0,7,1,4,0,38,0
24,0,0,40,3,15,4,1,1,4,0,38,0
62,7688,0,40,3,10,2,10,0,4,1,38,1
44,0,0,40,3,2,0,14,4,2,1,38,0
23,0,0,30,3,9,4,1,1,4,1,38,0
41,0,0,50,5,11,4,12,1,4,1,38,0
25,0,0,65,3,11,4,14,1,4,1,38,0
21,0,0,8,3,15,4,8,2,2,0,38,0
18,0,0,6,3,2,4,6,3,4,1,38,0
45,0,0,40,3,15,2,3,0,4,1,38,0
75,25124,0,16,7,9,6,0,1,4,0,38,1
51,0,0,40,3,5,2,11,0,4,1,38,0
42,0,0,40,0,11,5,8,2,2,0,38,0
47,0,0,35,3,15,4,8,1,2,0,27,0
29,0,0,40,3,15,2,5,0,4,1,38,0
33,0,0,40,3,1,4,8,1,2,1,38,0
43,0,0,40,1,9,2,3,0,4,1,38,0
20,0,0,16,7,15,4,0,3,4,1,38,0
19,0,0,40,7,9,4,0,3,2,0,22,0
44,0,1848,40,3,7,2,3,0,4,1,38,1
24,0,0,30,3,15,4,8,3,4,1,38,0
19,0,0,40,3,15,4,6,3,4,1,38,0
49,2176,0,40,7,0,5,0,3,4,1,38,0
52,0,0,40,3,8,2,1,0,4,1,38,0
38,0,0,52,5,11,4,5,1,4,1,38,0
24,0,0,50,6,15,4,13,1,4,1,38,0
32,0,0,50,1,9,4,10,1,4,1,38,0
72,0,0,8,7,11,6,0,1,4,0,38,0
26,0,0,50,3,11,2,12,0,4,1,38,1
31,0,0,40,3,9,4,12,3,1,1,38,0
29,0,0,50,3,9,2,12,0,4,1,38,0
39,10520,0,40,3,11,0,1,1,4,1,38,1
48,0,0,50,5,11,2,5,0,4,1,38,0
40,0,0,45,3,15,2,3,0,4,1,38,1
51,0,0,45,3,15,0,4,4,4,1,33,0
28,0,0,40,5,11,0,3,3,4,1,38,0
22,0,0,20,3,11,4,4,3,4,0,38,0
23,0,0,40,3,9,4,1,1,4,0,38,0
65,0,0,16,3,15,2,11,0,4,1,38,0
26,0,0,40,1,9,2,10,0,4,1,38,0
20,1055,0,50,7,15,4,0,3,4,1,38,0
55,15024,0,50,3,12,2,10,0,4,1,38,1
38,0,0,10,5,9,2,8,0,4,1,38,0
33,0,0,60,3,11,4,10,1,4,1,38,1
33,0,0,60,1,11,2,1,5,4,0,38,0
37,0,0,40,3,9,4,12,1,2,0,38,0
19,0,0,60,3,1,4,7,3,4,1,38,0
24,0,0,50,3,9,4,12,1,4,1,38,0
30,0,0,45,3,1,2,3,0,4,1,38,0
57,0,0,50,6,11,0,4,1,4,0,38,0
22,0,0,20,6,15,4,10,3,4,0,38,0
57,0,0,40,3,11,2,7,0,2,1,38,1
46,0,0,40,6,11,2,13,0,4,1,38,0
67,0,0,35,3,11,2,1,0,4,1,38,0
35,0,0,40,7,11,4,0,4,2,0,38,0
47,0,0,40,3,11,5,3,3,4,1,38,0
39,0,0,40,3,0,2,3,0,4,1,38,0
50,0,0,40,3,15,0,8,4,1,1,29,0
58,0,0,52,5,2,0,12,1,4,0,38,0
36,0,0,30,3,7,2,10,5,4,0,38,1
45,0,0,36,3,12,2,10,0,4,1,8,1
54,0,0,40,3,11,2,7,0,4,1,38,1
26,0,0,30,3,9,4,1,3,4,1,38,0
60,0,0,40,3,11,2,10,0,4,1,38,1
46,99999,0,60,3,14,2,10,0,4,1,38,1
26,0,0,35,3,15,2,4,5,4,0,38,0
32,0,0,40,3,1,4,3,2,4,1,38,0
38,0,0,40,1,11,2,14,0,4,1,38,0
48,0,0,70,5,15,2,12,0,4,1,38,1
44,0,1977,45,5,11,2,4,0,4,1,38,1
37,0,0,40,3,11,4,8,3,1,0,29,0
44,0,0,40,3,15,2,4,0,4,1,38,0
31,0,0,35,3,11,4,8,1,3,0,38,0
61,0,0,35,5,14,2,10,0,4,1,38,1
51,0,0,40,3,11,2,3,0,4,1,38,0
52,15024,0,60,3,9,2,12,5,4,0,38,1
45,0,1740,40,3,11,2,7,5,4,0,38,0
36,0,0,21,7,7,2,0,5,2,0,13,0
39,2407,0,70,3,1,2,8,0,4,1,25,0
67,0,0,24,1,11,0,8,1,4,0,38,0
40,0,0,40,6,7,2,1,0,4,1,38,1
27,0,0,35,3,4,4,5,1,4,1,25,0
37,0,0,40,3,3,2,7,0,4,1,25,0
57,0,0,50,3,15,2,4,0,4,1,38,1
27,0,0,40,3,0,0,8,1,4,0,38,0
28,2202,0,48,3,11,4,12,1,4,0,38,0
34,0,0,60,4,9,2,10,0,4,1,38,1
54,5178,0,50,3,11,2,7,0,4,1,38,1
52,0,0,38,3,11,0,8,2,2,0,38,0
42,0,0,45,3,9,2,10,0,4,1,38,1
48,15024,0,40,3,12,2,10,0,4,1,38,1
65,6514,0,35,6,12,2,10,0,4,1,38,1
55,0,0,10,5,14,2,10,5,4,0,38,0
71,0,0,20,4,11,2,1,5,4,0,38,1
33,0,0,40,3,15,2,7,0,2,1,38,0
30,0,0,40,3,11,2,12,0,4,1,38,0
35,0,0,55,3,9,2,4,0,4,1,38,1
59,0,0,40,3,0,0,1,1,2,0,38,0
19,0,0,20,3,15,4,6,3,4,1,38,0
36,0,0,30,5,6,2,3,0,4,1,38,0
26,0,0,40,5,11,4,12,3,4,1,38,0
34,0,0,40,1,11,2,11,0,4,1,38,0
41,0,0,40,3,11,2,3,0,2,1,38,1
44,15024,0,50,3,9,2,10,0,4,1,21,1
26,0,0,40,7,11,5,0,4,4,0,38,0
47,0,0,48,3,11,2,3,0,4,1,38,0
18,0,0,16,3,15,4,12,3,4,1,38,0
55,0,0,18,5,0,2,3,0,4,1,38,0
49,0,2002,40,1,11,2,3,0,4,1,38,0
44,0,0,40,3,9,2,4,0,4,1,38,1
43,0,0,40,3,9,4,10,1,4,1,38,0
62,0,0,40,3,5,2,11,0,4,1,4,0
44,0,0,40,3,11,2,6,0,2,1,38,0
39,0,0,40,7,11,0,0,4,4,0,38,0
50,0,0,60,4,15,2,12,0,4,1,38,1
35,0,0,45,3,1,4,12,1,4,1,38,0
52,0,0,40,3,11,2,1,0,4,1,38,0
46,0,0,60,3,14,2,10,0,4,1,38,1
44,7688,0,40,3,7,2,12,0,4,1,38,1
43,0,0,50,3,15,4,4,4,4,1,38,0
51,2961,0,40,3,5,2,3,0,4,1,38,0
20,0,0,20,3,15,4,12,3,4,1,38,0
47,0,0,40,3,7,2,1,5,4,0,21,1
43,0,0,50,3,12,0,4,4,4,1,38,0
64,0,0,40,7,11,2,0,0,4,1,38,1
24,0,0,40,3,15,4,3,1,4,1,38,0
27,0,0,50,0,15,2,3,0,4,1,38,0
32,0,0,40,3,11,2,14,0,4,1,38,0
37,0,0,12,3,11,0,8,4,4,0,38,0
26,0,0,60,3,11,2,7,0,4,1,38,0
43,99999,0,60,3,9,2,4,0,4,1,38,1
50,0,0,40,3,11,2,7,5,4,0,38,0
20,0,0,80,5,11,4,14,3,4,1,38,0
37,0,1902,45,3,11,2,4,0,4,1,38,1
43,0,0,45,3,11,4,8,1,2,0,38,0
37,0,1887,50,3,11,2,4,0,4,1,38,1
53,0,0,36,3,6,0,8,1,4,0,1,0
44,0,0,40,3,10,2,10,0,4,1,38,1
25,0,0,40,3,11,4,8,1,4,0,38,0
17,1055,0,20,3,1,4,1,3,4,0,38,0
19,0,0,50,3,11,4,12,3,4,1,38,0
53,15024,0,40,6,11,2,4,5,4,0,38,1
44,0,0,50,3,15,2,12,0,4,1,38,0
51,0,1902,40,3,11,2,7,0,2,1,38,1
49,0,0,43,3,11,2,4,5,4,0,38,0
35,0,0,40,3,15,2,6,0,4,1,38,0
44,0,0,45,3,11,0,3,1,4,1,38,0
54,0,0,60,3,12,2,10,0,4,1,38,0
37,0,0,35,3,15,0,1,4,2,0,38,0
18,0,0,15,3,15,4,8,3,4,0,38,0
24,0,0,40,3,15,2,6,0,4,1,38,0
29,0,0,50,3,11,0,3,1,4,0,38,0
22,0,0,35,7,15,0,0,1,4,0,38,0
35,0,0,40,3,11,4,7,1,4,1,38,0
56,0,0,48,3,11,2,3,0,4,1,38,1
32,0,0,40,7,5,6,0,1,4,0,38,0
24,0,0,45,3,9,4,7,1,1,1,2,0
43,0,1902,40,3,12,2,4,0,4,1,38,1
73,0,0,15,3,11,6,12,2,4,0,38,0
47,0,0,40,0,15,2,3,0,4,1,38,0
49,0,0,39,3,2,2,7,0,4,1,38,0
38,0,0,40,3,9,2,12,0,4,1,38,1
31,0,0,40,3,11,2,7,0,2,1,38,0
39,0,0,40,3,15,0,1,4,0,0,38,0
42,0,0,40,3,9,0,1,1,4,0,38,0
41,0,0,45,3,12,2,10,0,1,1,2,1
35,0,0,45,3,9,2,12,0,4,1,38,1
38,0,0,45,3,11,2,14,0,4,1,38,0
31,0,0,40,3,11,0,1,1,4,0,38,0
51,0,0,70,1,11,2,11,0,4,1,38,0
38,0,0,48,3,9,0,12,1,4,1,38,1
40,0,0,42,1,15,2,4,0,4,1,38,1
21,0,0,30,3,11,4,8,1,4,0,38,0
44,0,0,40,3,15,0,3,1,4,1,38,0
55,0,0,40,3,11,2,3,0,4,1,38,1
29,0,0,45,3,11,0,12,1,4,1,38,0
49,0,0,50,3,12,2,10,5,4,0,38,1
31,0,0,42,3,8,2,8,0,4,1,38,0
24,6849,0,90,3,12,4,4,3,4,1,38,0
46,0,0,40,3,15,4,4,1,2,1,38,0
26,0,0,40,3,11,4,12,1,2,1,38,0
35,0,0,38,3,9,4,8,1,4,1,38,0
27,0,0,50,3,8,4,12,1,4,1,38,0
64,15024,0,35,5,9,2,4,0,4,1,38,1
26,0,0,40,3,9,4,3,2,4,1,38,0
21,0,1719,16,3,11,4,8,1,4,0,38,0
45,0,0,45,3,9,0,8,1,4,1,38,1
57,0,0,72,1,11,2,14,0,4,1,38,0
30,0,0,40,3,9,2,1,0,4,1,38,1
45,0,0,32,3,1,2,8,5,4,0,38,0
50,0,0,30,3,5,0,3,1,4,0,38,0
38,0,0,40,3,9,4,1,3,4,0,38,0
43,0,0,60,5,15,2,3,0,4,1,38,0
42,0,0,55,3,15,6,4,1,4,0,38,0
32,0,0,40,3,9,4,10,3,4,1,38,0
20,0,0,40,3,11,4,1,1,4,0,38,0
27,0,0,35,3,11,4,8,1,4,0,38,0
45,0,0,40,3,1,6,1,4,4,0,38,0
40,0,0,40,3,11,4,7,1,4,0,38,0
38,0,0,60,3,11,0,14,1,4,1,38,0
37,0,0,40,3,11,0,1,4,4,0,38,0
60,0,0,40,3,0,0,7,1,4,0,38,0
53,0,0,45,5,11,2,4,0,2,1,38,1
25,0,0,40,3,9,2,4,3,4,0,38,0
47,0,0,60,5,9,0,4,1,1,1,23,0
40,0,0,70,5,11,4,5,1,4,1,38,0
51,0,0,40,7,11,2,0,0,4,1,38,0
19,0,0,10,3,15,4,8,3,4,0,38,0
42,0,0,50,3,15,2,10,5,4,0,38,1
65,0,0,40,7,11,2,0,0,4,1,38,0
41,0,0,40,3,9,0,1,4,4,0,38,0
28,0,0,45,3,0,4,7,3,2,1,38,0
46,27828,0,50,3,12,0,4,1,4,0,38,1
49,99999,0,20,3,9,2,10,5,4,0,38,1
24,0,0,40,3,11,4,6,2,2,1,38,0
32,0,0,40,3,1,2,7,0,4,1,38,0
71,6767,0,20,3,11,2,11,0,4,1,38,0
26,3103,0,40,3,15,2,13,0,4,1,38,1
29,0,0,40,3,11,3,11,1,4,1,38,0
50,99999,0,50,3,15,2,4,0,4,1,38,1
51,3103,0,50,3,8,2,3,0,4,1,38,1
17,0,0,20,7,0,4,0,3,4,0,38,0
49,0,0,40,3,11,2,8,5,2,0,38,1
31,0,0,40,3,0,2,7,0,4,1,38,0
23,0,0,40,3,1,2,7,0,4,1,38,0
59,0,2339,40,1,11,6,5,4,4,1,38,0
17,0,0,30,7,0,4,0,3,4,1,38,0
43,7688,0,40,3,15,2,12,0,4,1,38,1
38,7298,0,40,3,9,2,12,0,4,1,38,1
37,0,0,40,3,11,2,4,0,4,1,38,0
29,0,0,40,3,0,4,8,3,4,1,38,0
39,0,0,50,3,9,2,4,0,4,1,38,1
31,2202,0,38,3,7,4,1,1,4,1,38,0
42,8614,0,45,1,9,3,10,1,4,0,38,1
35,0,0,35,1,12,2,10,5,4,0,38,1
39,15024,0,40,3,12,2,4,0,1,1,38,1
40,0,0,40,3,7,0,1,4,4,0,38,0
66,0,0,40,3,4,3,6,4,4,0,32,0
30,0,0,40,0,6,2,13,0,4,1,38,0
43,0,0,40,3,7,0,3,1,4,1,38,0
47,0,0,50,3,6,4,8,4,4,0,38,0
45,0,0,40,3,12,4,1,1,1,0,29,0
31,0,0,40,3,15,2,7,0,2,1,37,0
33,3103,0,40,3,11,2,12,0,4,1,38,1
32,0,0,40,3,9,4,1,1,4,1,38,0
28,0,0,40,3,7,2,6,0,2,1,38,0
50,0,0,40,0,11,2,1,0,4,1,38,1
63,0,0,40,3,5,0,12,1,4,0,38,0
28,0,0,40,3,9,2,1,0,4,1,38,0
38,0,0,40,3,15,6,1,4,2,0,38,0
52,0,0,38,3,11,0,8,1,4,0,38,0
38,0,0,40,4,14,2,10,0,1,1,38,1
41,2174,0,40,3,11,4,4,1,4,1,38,0
50,0,0,38,6,12,4,10,1,4,1,38,0
59,0,0,40,3,1,2,7,0,4,1,38,0
32,0,0,49,3,11,2,12,0,4,1,38,0
73,2228,0,10,1,5,2,11,0,4,1,38,0
52,0,0,38,4,11,0,4,4,4,1,38,0
57,0,0,60,3,11,2,4,0,4,1,38,0
35,7298,0,50,3,8,2,4,0,4,1,38,1
51,0,0,56,3,9,2,14,0,4,1,38,1
22,0,0,35,3,1,6,12,3,2,0,38,0
49,0,0,40,3,11,2,12,0,4,1,38,1
22,0,0,40,3,11,4,6,3,2,1,38,0
46,0,1902,40,1,11,2,3,0,4,1,38,0
48,0,0,40,3,11,0,3,4,4,0,38,0
52,0,0,40,3,11,2,3,0,4,1,38,0
43,0,0,50,6,9,2,1,0,4,1,38,1
25,0,0,40,3,5,2,6,0,4,1,25,0
31,0,0,40,3,5,4,3,1,4,1,38,0
19,0,0,36,3,15,4,12,3,4,1,38,0
19,0,0,45,7,15,4,0,3,4,1,38,0
51,0,0,84,3,11,2,14,0,4,1,38,1
51,0,0,40,3,9,0,4,4,4,1,38,1
22,99999,0,40,5,11,4,10,4,4,0,5,1
37,0,0,35,1,11,0,1,4,2,0,38,0
19,0,0,30,3,15,4,12,3,4,0,38,0
45,0,0,55,3,11,0,14,4,4,0,38,0
21,0,0,10,6,15,4,8,3,4,1,38,0
52,0,0,40,3,11,6,12,1,4,0,38,0
46,0,0,24,1,15,2,10,0,4,1,38,0
42,0,0,38,6,12,0,10,1,4,0,38,0
56,0,0,40,3,11,4,3,1,4,1,38,0
23,0,0,40,3,11,4,1,1,4,0,38,0
58,0,0,40,3,12,2,12,0,4,1,38,0
70,0,0,30,3,11,2,5,0,4,1,38,0
30,0,0,40,3,15,0,1,4,4,1,38,0
45,0,0,40,3,9,2,1,0,1,1,29,0
23,0,0,44,3,15,4,3,1,4,1,38,0
34,0,1579,40,1,15,2,14,0,4,1,38,0
38,0,0,40,3,9,2,3,5,4,0,38,0
24,0,0,40,3,8,2,3,0,4,1,38,0
53,0,0,40,3,5,4,14,1,0,1,38,0
45,3325,0,40,0,11,4,14,1,2,1,38,0
21,0,0,40,7,15,4,0,3,4,0,38,0
21,0,0,40,3,15,4,8,3,4,0,32,0
34,0,0,40,3,9,4,10,1,4,0,38,0
32,5178,0,45,4,11,2,3,0,4,1,38,1
21,0,0,40,3,11,2,6,0,4,1,38,0
63,0,0,30,7,12,2,0,0,4,1,38,0
23,0,0,36,3,6,4,6,3,2,1,38,0
28,0,0,50,3,9,0,3,4,4,1,38,0
29,0,0,45,5,11,4,14,4,2,1,38,0
25,0,0,40,1,9,4,10,3,4,0,38,0
44,0,0,60,6,12,4,10,1,4,0,38,0
18,0,0,8,3,11,4,8,3,4,0,38,0
26,0,0,24,3,11,4,8,3,4,1,38,0
47,0,0,35,1,7,2,1,5,4,0,38,1
23,0,0,40,3,11,0,12,1,4,1,38,0
46,0,0,40,3,15,2,7,0,4,1,38,0
61,5178,0,50,1,9,2,4,0,4,1,38,1
25,0,0,40,3,11,4,3,2,4,1,38,0
38,0,0,54,1,11,2,11,0,1,1,38,1
60,0,0,15,7,9,3,0,4,2,0,38,0
23,0,0,20,3,15,4,8,1,4,1,38,0
36,0,0,48,0,11,0,1,1,4,0,38,0
46,0,0,25,3,6,0,8,1,4,1,38,0
32,0,0,45,5,9,2,10,0,4,1,38,1
40,0,0,40,3,0,2,14,0,4,1,38,0
31,0,0,40,3,11,4,1,3,2,1,38,0
31,0,0,65,3,15,2,4,0,4,1,38,1
32,0,0,37,6,9,4,1,1,4,1,38,0
21,0,0,10,3,15,4,8,3,4,1,38,0
63,0,0,40,3,15,2,12,0,2,1,38,1
44,0,0,45,3,15,5,4,1,4,1,38,1
42,0,0,60,5,9,2,12,0,4,1,38,0
23,0,0,35,7,9,4,0,3,4,1,38,0
30,0,0,45,3,15,0,1,1,4,0,38,0
24,0,0,40,3,11,4,8,4,4,1,7,0
42,0,0,40,3,9,2,13,0,4,1,38,1
44,0,0,40,5,11,2,10,5,4,0,21,1
27,0,0,48,0,9,4,4,1,2,1,38,0
27,0,0,40,1,15,4,4,4,4,1,38,0
22,0,0,45,3,11,4,8,1,4,0,38,0
68,0,0,40,3,11,4,12,1,4,0,38,0
55,0,0,99,5,15,2,5,0,4,1,38,1
22,0,0,40,5,11,4,8,3,4,1,11,0
25,0,0,15,3,15,2,4,5,4,0,38,0
68,0,0,45,5,11,2,5,0,4,1,38,0
62,0,0,16,3,15,6,4,1,4,0,38,0
26,0,0,40,3,11,0,8,2,4,1,38,0
34,0,0,55,3,12,2,10,0,4,1,38,1
68,0,0,40,3,15,6,12,1,4,1,38,0
42,0,0,45,1,9,5,4,1,4,1,38,1
45,0,0,55,3,9,2,12,0,4,1,38,0
26,0,0,40,3,1,4,14,1,4,1,38,0
25,0,0,45,3,11,2,7,0,4,1,38,0
23,0,0,50,3,9,4,10,3,4,1,38,0
29,0,1590,40,3,15,4,8,1,3,1,38,0
65,0,0,50,8,5,6,5,4,4,0,38,0
31,0,0,50,3,11,4,14,1,4,1,38,0
26,0,0,40,3,11,4,1,1,4,0,38,0
39,0,0,50,3,15,2,3,0,4,1,38,1
44,0,0,40,3,11,2,7,0,4,1,38,1
45,1506,0,45,1,12,0,10,4,4,0,38,0
26,0,0,50,5,12,4,10,1,4,0,38,0
26,0,0,35,3,0,2,14,0,4,1,38,0
36,0,0,50,3,6,2,14,0,4,1,38,0
38,0,0,45,3,1,2,3,0,4,1,38,0
39,0,0,48,3,11,4,7,4,4,1,38,0
52,0,0,40,4,14,2,4,0,4,1,38,0
39,0,0,45,3,3,2,3,0,4,1,25,0
41,0,0,40,5,15,0,3,1,4,1,38,0
42,0,1902,60,1,12,2,4,0,4,1,38,1
47,0,0,70,3,9,2,12,0,4,1,38,0
28,0,0,46,1,8,2,11,0,2,1,38,0
25,0,0,35,1,9,4,10,3,4,1,38,0
35,0,0,40,3,9,4,1,1,4,0,38,0
32,0,0,40,3,11,5,1,4,4,0,38,0
38,0,0,40,3,12,2,3,0,2,1,38,1
44,0,0,18,3,15,2,13,0,4,1,38,1
21,0,0,40,7,15,4,0,3,4,0,38,0
27,0,0,40,3,9,4,12,3,4,0,38,0
30,0,0,55,3,9,4,4,1,4,1,38,1
30,0,1741,48,3,9,4,12,1,4,1,38,0
45,0,1628,45,3,11,2,6,0,4,1,38,0
20,0,0,40,3,11,4,3,3,4,1,38,0
57,0,0,80,3,12,4,10,1,4,1,38,0
43,0,0,48,3,15,0,1,1,4,1,38,0
50,0,0,40,7,1,2,0,3,2,0,38,0
28,0,0,48,3,5,2,7,2,1,0,2,0
25,0,0,48,3,11,2,13,2,4,0,38,1
25,0,0,40,3,11,2,12,0,4,1,38,0
90,0,0,45,3,9,2,4,0,4,1,38,0
38,0,0,40,1,9,5,10,4,2,1,38,0
35,0,0,40,3,9,3,4,4,4,0,38,0
50,0,0,40,6,9,2,4,0,4,1,1,1
26,0,0,40,1,11,4,1,1,4,0,38,0
39,0,0,45,3,15,2,5,0,4,1,38,0
56,0,0,40,3,0,2,12,0,4,1,38,0
24,0,0,40,1,11,0,11,4,2,0,38,0
46,7688,0,40,3,11,2,1,5,4,0,38,1
18,0,0,25,1,1,4,1,2,4,0,38,0
37,0,2415,60,3,12,2,4,0,4,1,38,1
57,0,0,40,3,12,0,10,1,4,0,38,0
43,0,0,40,6,11,4,1,4,2,0,38,0
29,0,0,25,6,9,2,10,0,4,1,26,0
40,0,0,40,3,12,2,4,0,4,1,38,1
44,0,0,40,5,9,2,4,0,4,1,38,0
77,0,0,6,1,11,2,4,0,4,1,38,0
30,0,0,40,3,9,4,10,1,2,1,38,0
21,0,0,40,3,11,2,7,0,4,1,38,0
66,0,0,40,3,0,2,11,0,4,1,38,0
40,0,0,35,3,1,4,14,3,4,1,38,0
68,0,0,40,3,11,2,12,0,4,1,38,0
64,0,0,38,3,11,6,8,1,4,0,38,0
26,0,0,50,3,9,4,10,1,4,0,38,0
32,0,0,40,3,15,2,4,0,4,1,38,1
32,0,0,38,3,11,4,1,3,4,1,38,0
51,0,0,40,1,12,2,10,0,4,1,38,1
50,15024,0,45,3,12,2,10,0,4,1,38,1
49,0,0,50,3,9,2,12,0,4,1,38,1
28,0,0,20,3,9,4,14,4,4,1,38,0
29,0,0,36,3,11,0,8,4,4,0,38,0
21,0,0,30,3,15,4,12,3,4,1,38,0
28,0,0,40,3,11,4,1,4,2,0,38,0
55,0,0,40,3,0,2,3,0,4,1,38,0
45,0,0,50,5,11,2,12,0,1,1,34,1
35,0,0,40,3,15,4,12,1,4,1,38,0
31,0,0,40,7,1,5,0,1,2,1,38,0
26,8614,0,40,3,12,4,10,1,4,1,38,1
30,0,0,55,3,11,2,8,0,4,1,10,0
33,0,0,20,3,11,2,12,0,4,1,38,0
40,13550,0,40,3,9,3,10,1,1,1,0,1
23,0,0,40,3,9,4,4,1,4,1,38,0
35,0,0,40,3,15,4,12,1,4,0,38,0
48,0,0,50,5,1,2,5,0,4,1,38,1
39,0,0,40,1,0,0,6,3,2,1,38,0
53,0,0,50,1,14,0,10,1,4,0,38,0
49,0,0,40,0,11,2,1,0,4,1,38,1
31,0,0,40,3,9,4,4,1,2,0,38,0
36,3103,0,40,3,11,2,3,0,4,1,38,1
60,7688,0,50,4,15,2,4,0,4,1,38,1
29,0,0,48,3,11,4,7,1,4,1,38,0
54,0,0,45,4,15,2,12,0,4,1,38,1
28,0,0,3,7,7,1,0,5,4,0,38,0
34,0,0,50,3,11,2,3,0,4,1,38,0
30,0,0,35,3,15,4,12,1,2,0,38,0
19,0,0,45,3,11,4,9,1,4,0,38,0
26,0,0,40,3,11,4,6,1,4,1,38,0
47,0,0,70,3,15,4,12,1,4,1,38,1
50,0,0,38,3,11,0,4,4,4,1,38,0
30,0,0,45,3,9,4,4,4,4,0,38,1
44,0,0,50,3,15,0,7,1,4,1,38,0
49,0,0,60,3,11,2,12,0,4,1,38,1
75,0,0,50,5,12,3,10,1,4,0,38,0
37,0,0,55,3,9,2,12,0,4,1,38,1
51,0,0,38,6,11,0,3,4,4,1,38,0
35,0,0,35,3,11,4,3,4,4,1,38,0
28,0,0,40,3,15,4,12,2,4,0,38,0
66,1409,0,40,5,11,2,5,0,4,1,38,0
72,0,0,48,3,6,2,4,5,1,0,38,1
39,0,0,50,3,9,5,12,1,4,1,38,0
27,0,0,30,3,11,4,5,3,2,1,38,0
57,0,0,40,3,15,4,1,2,2,0,22,0
24,2635,0,38,3,5,2,3,0,4,1,38,0
28,0,0,70,3,11,4,3,3,4,1,38,0
23,0,0,50,3,15,3,8,1,4,0,38,0
31,0,1408,40,3,9,4,4,1,4,0,38,0
23,0,0,20,3,15,4,8,3,4,0,38,0
31,0,0,40,3,15,4,8,1,4,0,38,0
27,0,0,40,1,9,4,10,1,4,0,38,0
30,0,1740,45,3,9,2,10,0,4,1,38,0
31,0,0,80,3,14,4,10,1,4,0,38,0
34,4865,0,60,3,12,4,10,1,4,1,38,0
57,0,2258,40,0,11,4,1,1,4,1,38,0
39,0,0,40,3,12,2,4,0,4,1,4,1
23,0,0,40,3,1,4,3,3,4,1,38,0
24,0,0,40,1,7,2,8,5,4,0,38,0
36,0,0,40,3,10,4,10,1,4,1,8,0
32,0,0,40,3,15,0,8,2,4,1,26,0
35,0,0,40,3,7,0,8,3,4,0,38,0
36,0,0,40,3,9,2,4,0,4,1,38,0
23,0,0,50,7,9,4,0,1,4,0,38,0
47,0,0,40,3,8,2,7,0,4,1,38,1
35,0,0,40,3,11,4,6,1,4,1,38,0
44,0,0,40,0,15,2,13,0,4,1,38,0
32,0,0,50,6,12,2,10,0,4,1,38,0
32,0,1485,40,3,7,2,4,5,4,0,38,1
63,20051,0,10,5,15,2,10,5,4,0,38,1
34,0,0,40,3,8,2,3,0,4,1,38,0
47,0,0,40,3,11,2,3,0,2,1,38,0
27,0,0,35,3,1,2,12,3,2,1,38,0
23,0,0,42,3,11,5,4,4,4,0,38,0
19,0,0,40,7,15,4,0,2,0,0,38,0
50,0,0,38,3,0,2,3,0,4,1,38,0
49,0,0,40,6,15,2,10,0,4,1,38,0
36,0,0,40,3,15,2,4,0,4,1,38,1
23,0,0,40,3,9,4,4,4,4,1,38,0
61,0,0,38,3,5,6,8,4,2,0,38,0
41,0,0,16,3,15,2,5,0,4,1,38,0
27,0,0,60,5,9,2,4,0,4,1,38,1
53,0,0,70,3,9,0,4,1,4,1,38,0
17,0,0,10,5,0,4,1,3,4,1,38,0
23,0,0,30,7,11,4,0,1,4,1,38,0
53,0,0,40,3,15,4,3,1,4,1,38,0
28,0,1848,42,3,11,2,3,0,4,1,38,1
24,0,0,40,3,9,3,10,3,4,0,38,0
22,0,0,20,3,15,4,1,1,4,0,38,0
53,0,0,50,3,9,2,12,0,4,1,38,1
18,0,0,20,3,1,4,8,2,2,1,38,0
24,0,0,50,3,15,4,12,4,4,1,25,0
20,0,0,40,3,11,4,12,1,4,0,38,0
30,0,0,40,1,5,2,14,0,4,1,38,0
37,8614,0,40,6,8,4,10,1,4,1,38,1
34,0,0,40,3,11,2,14,0,4,1,38,0
19,0,0,30,3,11,4,6,3,4,1,38,0
20,0,0,40,3,2,4,1,3,4,0,25,0
47,0,0,40,3,11,0,8,1,1,0,38,0
20,0,0,32,7,15,4,0,3,4,1,38,0
22,0,0,40,3,9,4,10,3,4,0,38,0
42,0,1977,40,1,12,2,4,0,4,1,38,1
60,0,0,40,3,15,0,1,1,4,0,38,0
32,0,0,40,3,11,4,9,4,4,0,25,0
46,0,0,40,3,11,2,4,0,4,1,38,1
66,0,0,40,3,11,6,1,1,4,0,38,0
37,0,0,30,3,9,2,8,5,1,0,38,1
34,0,0,44,3,15,0,4,3,4,1,38,0
45,0,0,46,3,9,4,10,1,4,1,38,0
35,0,0,40,3,1,2,5,0,4,1,38,0
63,0,0,40,7,11,2,0,0,4,1,38,0
51,0,0,40,1,15,2,4,0,2,1,38,1
36,0,0,40,1,15,2,11,0,4,1,38,1
25,0,0,40,0,11,4,1,3,2,1,38,0
